#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
14630000,29260.000005043545,-8089071.487731613,300.05841755425956,39.9
14635000,29270.000005045582,-8087946.245544113,300.2788304958332,39.9
14640000,29280.00000504762,-8089303.706481613,300.03252114770976,39.9
14645000,29290.000005049656,-8086233.222106613,301.1701046274579,39.9
14650000,29300.000005051694,-8083515.143981613,299.70255061221116,39.9
14655000,29310.00000505373,-8089470.589294113,300.9107519859951,39.9
14660000,29320.00000505577,-8084630.784606613,299.4980821936954,39.9
14665000,29330.000005057806,-8083739.776794113,299.67343726984006,39.9
14670000,29340.000005059843,-8084781.409606613,300.34930749496243,39.9
14675000,29350.00000506188,-8078177.854919113,300.26473020648194,39.9
14680000,29360.000005063917,-8084185.073669113,300.9464633940197,39.9
14685000,29370.000005065955,-8088371.706481613,300.0234460960076,39.9
14690000,29380.000005067992,-8080952.464294113,301.12759889235406,39.9
14695000,29390.00000507003,-8088105.511169113,300.76559250140195,39.9
14700000,29400.000005072066,-8087325.128356613,301.1242637000127,39.9
14705000,29410.000005074104,-8088460.151794113,299.82689239001695,39.9
14710000,29420.00000507614,-8084051.651794113,300.62219949763255,39.9
14715000,29430.00000507818,-8089151.354919113,300.04536958771143,39.9
14720000,29440.000005080215,-8083603.245544113,299.9981751379748,39.9
14725000,29450.000005082253,-8083403.839294113,299.641602660034,39.9
14730000,29460.00000508429,-8084370.284606613,299.89887228867616,39.9
14735000,29470.000005086327,-8079201.495544113,300.12593002826446,39.9
14740000,29480.000005088365,-8084121.276794113,300.519227915063,39.9
14745000,29490.000005090402,-8079359.065856613,300.2353434333476,39.9
14750000,29500.00000509244,-8084114.097106613,301.0276600507411,39.9
14755000,29510.000005094476,-8084130.933044113,300.76477166739215,39.9
14760000,29520.000005096514,-8087068.847106613,300.345644055891,39.9
14765000,29530.00000509855,-8089032.104919113,300.752100156019,39.9
14770000,29540.000005100588,-8086223.214294113,300.4149401648532,39.9
14775000,29550.000005102625,-8087424.308044113,300.23977288414926,39.9
14780000,29560.000005104663,-8082789.143981613,298.98803379673,39.9
14785000,29570.0000051067,-8083302.706481613,300.5863562011741,39.9
14790000,29580.000005108737,-8089227.612731613,299.77934188112556,39.9
14795000,29590.000005110775,-8084845.901794113,300.33539477979105,39.9
14800000,29600.00000511281,-8083676.589294113,300.84969206074027,39.9
14805000,29610.00000511485,-8088887.308044113,299.9312504003582,39.9
14810000,29620.000005116886,-8083224.112731613,301.0336058285428,39.9
14815000,29630.000005118924,-8082576.636169113,300.8265700403639,39.9
14820000,29640.00000512096,-8089771.089294113,300.86138935603105,39.9
14825000,29650.000005122998,-8088173.245544113,299.89966750434303,39.9
14830000,29660.000005125035,-8081890.948669113,300.5288897367014,39.9
14835000,29670.000005127073,-8088599.659606613,299.9795716523239,39.9
14840000,29680.00000512911,-8085115.636169113,299.8612786144725,39.9
14845000,29690.000005131147,-8085540.651794113,300.5381962299656,39.9
14850000,29700.000005133184,-8085222.378356613,301.3478914118931,39.9
14855000,29710.00000513522,-8087512.534606613,300.2775326854304,39.9
14860000,29720.00000513726,-8086809.917419113,299.312367124813,39.9
14865000,29730.000005139296,-8083389.558044113,300.09522366261217,39.9
14870000,29740.000005141334,-8087133.964294113,299.3815518568838,39.9
14875000,29750.00000514337,-8082838.026794113,300.94542544988883,39.9
14880000,29760.000005145408,-8089775.112731613,300.42215222834244,39.9
14885000,29770.000005147445,-8091423.784606613,299.9210654555829,39.9
14890000,29780.000005149483,-8083125.948669113,300.1349184442088,39.9
14895000,29790.00000515152,-8086386.518981613,300.2800489784839,39.9
14900000,29800.000005153557,-8085852.058044113,299.3217906928347,39.9
14905000,29810.000005155594,-8084125.362731613,301.13883290462974,39.9
14910000,29820.00000515763,-8089259.347106613,299.84422242859057,39.9
14915000,29830.00000515967,-8087051.347106613,300.3952006252947,39.9
14920000,29840.000005161706,-8088428.753356613,300.5125457632577,39.9
14925000,29850.000005163743,-8086592.698669113,300.0876632522196,39.9
14930000,29860.00000516578,-8090373.948669113,300.8338861430439,39.9
14935000,29870.000005167818,-8089184.472106613,299.84099140080906,39.9
14940000,29880.000005169855,-8083180.308044113,300.5346942932638,39.9
14945000,29890.000005171893,-8085407.440856613,300.30767516555716,39.9
14950000,29900.00000517393,-8083136.175231613,300.6135485706539,39.9
14955000,29910.000005175967,-8084970.409606613,300.6189638411828,39.9
14960000,29920.000005178004,-8086813.120544113,300.6832378949078,39.9
14965000,29930.00000518004,-8085687.565856613,300.2895074471939,39.9
14970000,29940.00000518208,-8088315.237731613,299.73525317957706,39.9
14975000,29950.000005184116,-8082420.675231613,300.61908793225285,39.9
14980000,29960.000005186153,-8083867.518981613,300.88591398336246,39.9
14985000,29970.00000518819,-8083188.315856613,300.29099850476416,39.9
14990000,29980.000005190228,-8089389.909606613,300.5319098431411,39.9
14995000,29990.000005192265,-8085636.042419113,300.0561951431032,39.9
15000000,30000.000005194303,-8089986.542419113,300.5006045838558,39.9
15005000,30010.00000519634,-8082379.120544113,300.1755820752785,39.9
15010000,30020.000005198377,-8088692.253356613,300.31998384031453,39.9
15015000,30030.000005200414,-8086121.948669113,299.9605530563024,39.9
15020000,30040.00000520245,-8086134.940856613,300.72820591363484,39.9
15025000,30050.00000520449,-8082537.253356613,299.85391803507656,39.9
15030000,30060.000005206526,-8084376.667419113,300.50713900208495,39.9
15035000,30070.000005208563,-8081798.026794113,300.39601465415757,39.9
15040000,30080.0000052106,-8085692.612731613,299.64526290894025,39.9
15045000,30090.000005212638,-8084160.417419113,300.74319381178617,39.9
15050000,30100.000005214675,-8090966.393981613,300.33897566072335,39.9
15055000,30110.000005216712,-8085507.339294113,299.95749737187913,39.9
15060000,30120.00000521875,-8083652.909606613,299.47826786807104,39.9
15065000,30130.000005220787,-8081117.472106613,300.38928167658673,39.9
15070000,30140.000005222824,-8089567.018981613,299.97472354803733,39.9
15075000,30150.00000522486,-8088585.112731613,299.8163980387115,39.9
15080000,30160.0000052269,-8086513.011169113,300.2808307247999,39.9
15085000,30170.000005228936,-8085032.433044113,299.94903023198503,39.9
15090000,30180.000005230973,-8081004.128356613,300.83975683778027,39.9
15095000,30190.00000523301,-8086406.518981613,300.1214642167571,39.9
15100000,30200.000005235048,-8085445.870544113,300.4794317803474,39.9
15105000,30210.000005237085,-8081316.479919113,299.94732755772003,39.9
15110000,30220.000005239122,-8086831.831481613,299.49917519053116,39.9
15115000,30230.00000524116,-8090549.667419113,300.3622957631673,39.9
15120000,30240.000005243197,-8080457.870544113,301.2209206828672,39.9
15125000,30250.000005245234,-8090971.370544113,300.95717420081075,39.9
15130000,30260.00000524727,-8085105.901794113,299.88835897303755,39.9
15135000,30270.00000524931,-8086808.683044113,301.0661066962698,39.9
15140000,30280.000005251346,-8088216.901794113,300.5639895046365,39.9
15145000,30290.000005253383,-8086618.925231613,300.6280690558135,39.9
15150000,30300.00000525542,-8085492.659606613,300.0585167217775,39.9
15155000,30310.000005257458,-8081751.206481613,300.3129874258313,39.9
15160000,30320.000005259495,-8083517.097106613,301.09513419413605,39.9
15165000,30330.000005261532,-8087151.417419113,300.19483196302997,39.9
15170000,30340.00000526357,-8082836.417419113,300.8924810535242,39.9
15175000,30350.000005265607,-8083200.620544113,301.14345595798414,39.9
15180000,30360.000005267644,-8086268.893981613,299.99930435154806,39.9
15185000,30370.00000526968,-8085226.456481613,299.40607886275836,39.9
15190000,30380.00000527172,-8092482.347106613,300.01017463042365,39.9
15195000,30390.000005273756,-8085281.034606613,300.130414182109,39.9
15200000,30400.000005275793,-8081127.784606613,300.01187648552786,39.9
15205000,30410.00000527783,-8086259.339294113,299.244039958732,39.9
15210000,30420.000005279868,-8088206.761169113,300.6930758221576,39.9
15215000,30430.000005281905,-8080140.784606613,300.8600334707298,39.9
15220000,30440.000005283942,-8085319.315856613,299.9309723610245,39.9
15225000,30450.00000528598,-8087662.026794113,299.7721564556765,39.9
15230000,30460.000005288017,-8088334.659606613,299.891659434795,39.9
15235000,30470.000005290054,-8089079.401794113,300.26526232509684,39.9
15240000,30480.00000529209,-8083148.339294113,299.4694151897397,39.9
15245000,30490.00000529413,-8090203.714294113,300.4060197558218,39.9
15250000,30500.000005296166,-8083091.097106613,300.2318046348419,39.9
15255000,30510.000005298203,-8081967.120544113,299.24899131139034,39.9
15260000,30520.00000530024,-8085905.120544113,300.74956227317165,39.9
15265000,30530.000005302278,-8086268.276794113,299.51240177288213,39.9
15270000,30540.000005304315,-8085467.128356613,300.30075414531,39.9
15275000,30550.000005306352,-8088581.268981613,300.3499057182127,39.9
15280000,30560.00000530839,-8087823.628356613,300.2747839416358,39.9
15285000,30570.000005310427,-8083555.409606613,299.9717734890362,39.9
15290000,30580.000005312464,-8087180.706481613,301.15984643907024,39.9
15295000,30590.0000053145,-8081147.956481613,299.98556277670446,39.9
15300000,30600.00000531654,-8086153.964294113,300.2839284836403,39.9
15305000,30610.000005318576,-8089028.956481613,300.59554478999377,39.9
15310000,30620.000005320613,-8085908.534606613,299.7709764782138,39.9
15315000,30630.00000532265,-8094919.472106613,300.7437486863068,39.9
15320000,30640.000005324688,-8079603.651794113,300.50113329008343,39.9
15325000,30650.000005326725,-8085319.245544113,300.02985017158954,39.9
15330000,30660.000005328762,-8090798.964294113,299.0586992574487,39.9
15335000,30670.0000053308,-8082214.511169113,300.20056605873447,39.9
15340000,30680.000005332837,-8088432.229919113,299.9978717949255,39.9
15345000,30690.000005334874,-8088292.987731613,300.35186565303917,39.9
15350000,30700.00000533691,-8084396.464294113,300.29032282406797,39.9
15355000,30710.00000533895,-8086873.768981613,300.46246126275105,39.9
15360000,30720.000005340986,-8085801.495544113,300.979868650649,39.9
15365000,30730.000005343023,-8087113.815856613,299.8368509896127,39.9
15370000,30740.00000534506,-8092680.886169113,300.8911455495605,39.9
15375000,30750.000005347098,-8092001.987731613,299.67241759388395,39.9
15380000,30760.000005349135,-8086453.558044113,300.3987971459707,39.9
15385000,30770.000005351172,-8086698.495544113,299.7263442029153,39.9
15390000,30780.00000535321,-8087280.339294113,300.3373224912384,39.9
15395000,30790.000005355247,-8085160.823669113,300.7905702732849,39.9
15400000,30800.000005357284,-8084033.354919113,299.9688056636787,39.9
15405000,30810.00000535932,-8085106.464294113,300.39082285459165,39.9
15410000,30820.00000536136,-8087181.425231613,300.2848276278388,39.9
15415000,30830.000005363396,-8076188.722106613,300.56021046900344,39.9
15420000,30840.000005365433,-8088845.253356613,300.2264764214202,39.9
15425000,30850.00000536747,-8086898.417419113,300.42146541078495,39.9
15430000,30860.000005369508,-8089498.729919113,300.36410217946593,39.9
15435000,30870.000005371545,-8085279.214294113,301.32206735251646,39.9
15440000,30880.000005373582,-8083703.042419113,300.14005758514,39.9
15445000,30890.00000537562,-8088327.729919113,300.5627347456795,39.9
15450000,30900.000005377657,-8080986.151794113,300.329105516941,39.9
15455000,30910.000005379694,-8086186.667419113,300.6442509957185,39.9
15460000,30920.00000538173,-8081976.073669113,300.29249164243896,39.9
15465000,30930.00000538377,-8083914.104919113,300.5849431294263,39.9
15470000,30940.000005385806,-8087283.503356613,300.2251027520996,39.9
15475000,30950.000005387843,-8087394.058044113,300.04327378812195,39.9
15480000,30960.00000538988,-8088211.120544113,301.4441778164413,39.9
15485000,30970.000005391918,-8083086.581481613,300.3342923237611,39.9
15490000,30980.000005393955,-8087611.112731613,300.80436749460347,39.9
15495000,30990.000005395992,-8085816.722106613,300.5238146081408,39.9
15500000,31000.00000539803,-8083025.979919113,300.4820520143228,39.9
15505000,31010.000005400067,-8082995.667419113,300.00442061600836,39.9
15510000,31020.000005402104,-8083590.729919113,300.58726971957117,39.9
15515000,31030.00000540414,-8083998.159606613,300.3329574542166,39.9
15520000,31040.00000540618,-8081472.815856613,300.36010572802337,39.9
15525000,31050.000005408216,-8082545.417419113,300.48366504370597,39.9
15530000,31060.000005410253,-8086737.722106613,300.1598990074895,39.9
15535000,31070.00000541229,-8085422.729919113,300.2784303084465,39.9
15540000,31080.000005414327,-8088468.589294113,300.41713256133374,39.9
15545000,31090.000005416365,-8090015.597106613,300.12884428410865,39.9
15550000,31100.000005418402,-8093064.261169113,300.6128083176116,39.9
15555000,31110.00000542044,-8089741.347106613,300.1326773085264,39.9
15560000,31120.000005422477,-8086973.753356613,300.2211176563549,39.9
15565000,31130.000005424514,-8085559.878356613,300.30562652213484,39.9
15570000,31140.00000542655,-8088592.979919113,300.8348554967306,39.9
15575000,31150.00000542859,-8082727.331481613,301.23785205772356,39.9
15580000,31160.000005430626,-8085366.120544113,300.08047566441564,39.9
15585000,31170.000005432663,-8079506.300231613,299.9612294874855,39.9
15590000,31180.0000054347,-8090183.776794113,300.30313469843696,39.9
15595000,31190.000005436737,-8087683.331481613,299.87554176433616,39.9
15600000,31200.000005438775,-8089572.222106613,300.9746634860204,39.9
15605000,31210.000005440812,-8087137.565856613,300.22253588613546,39.9
15610000,31220.00000544285,-8088486.620544113,299.76181860426846,39.9
15615000,31230.000005444886,-8090544.120544113,301.35243548309114,39.9
15620000,31240.000005446924,-8082636.347106613,300.25350936170213,39.9
15625000,31250.00000544896,-8082930.948669113,300.3694741060353,39.9
15630000,31260.000005451,-8087319.034606613,300.21699492657797,39.9
15635000,31270.000005453036,-8085744.362731613,300.2881012188513,39.9
15640000,31280.000005455073,-8083313.534606613,300.37513209663894,39.9
15645000,31290.00000545711,-8085167.839294113,300.21436002806905,39.9
15650000,31300.000005459147,-8084798.292419113,300.1961130650471,39.9
15655000,31310.000005461185,-8084856.917419113,300.2507828267225,39.9
15660000,31320.000005463222,-8085810.268981613,300.8202301975076,39.9
15665000,31330.00000546526,-8086015.847106613,301.1074469570868,39.9
15670000,31340.000005467296,-8085431.050231613,299.967717160093,39.9
15675000,31350.000005469334,-8088362.901794113,300.59834809578484,39.9
15680000,31360.00000547137,-8089425.503356613,299.6438443618343,39.9
15685000,31370.00000547341,-8084628.768981613,300.29272854695927,39.9
15690000,31380.000005475446,-8088296.933044113,300.4064556424148,39.9
15695000,31390.000005477483,-8082066.440856613,299.93953490850976,39.9
15700000,31400.00000547952,-8083582.675231613,299.69198552451945,39.9
15705000,31410.000005481557,-8088213.393981613,299.540525210057,39.9
15710000,31420.000005483595,-8086216.409606613,299.89183589408,39.9
15715000,31430.000005485632,-8090595.565856613,300.37520038773135,39.9
15720000,31440.00000548767,-8085087.972106613,300.77725964093884,39.9
15725000,31450.000005489706,-8087793.683044113,300.7578319002422,39.9
15730000,31460.000005491744,-8086998.183044113,300.6032445317828,39.9
15735000,31470.00000549378,-8084393.331481613,299.89307620937495,39.9
15740000,31480.00000549582,-8089918.011169113,300.42467206933554,39.9
15745000,31490.000005497855,-8081974.823669113,300.5010274425525,39.9
15750000,31500.000005499893,-8086254.198669113,300.4393656700773,39.9
15755000,31510.00000550193,-8082475.206481613,300.6101457128782,39.9
15760000,31520.000005503967,-8083120.433044113,300.1598528950965,39.9
15765000,31530.000005506005,-8089629.800231613,299.8389337122107,39.9
15770000,31540.00000550804,-8092859.753356613,299.58798201379955,39.9
15775000,31550.00000551008,-8089397.245544113,300.12702813483946,39.9
15780000,31560.000005512116,-8088235.847106613,300.56354388383807,39.9
15785000,31570.000005514154,-8084617.058044113,300.2567569987191,39.9
15790000,31580.00000551619,-8087545.300231613,300.35016882594545,39.9
15795000,31590.000005518228,-8086123.011169113,301.120230883509,39.9
15800000,31600.000005520265,-8083028.901794113,300.4408710927321,39.9
15805000,31610.000005522303,-8084577.886169113,299.5213653208189,39.9
15810000,31620.00000552434,-8084414.433044113,299.61167948775807,39.9
15815000,31630.000005526377,-8088267.581481613,299.69067026184047,39.9
15820000,31640.000005528414,-8087803.761169113,299.9187608465628,39.9
15825000,31650.00000553045,-8091515.495544113,300.8937638365145,39.9
15830000,31660.00000553249,-8083177.112731613,300.6451115699804,39.9
15835000,31670.000005534526,-8090894.128356613,300.2829423683733,39.9
15840000,31680.000005536564,-8085591.675231613,300.316553947037,39.9
15845000,31690.0000055386,-8086975.534606613,300.35437977889603,39.9
15850000,31700.000005540638,-8083564.768981613,301.140116631902,39.9
15855000,31710.000005542675,-8087704.495544113,300.4866725043618,39.9
15860000,31720.000005544713,-8087829.628356613,300.29079888859883,39.9
15865000,31730.00000554675,-8083896.636169113,300.4844185451895,39.9
15870000,31740.000005548787,-8085080.261169113,300.7144851655386,39.9
15875000,31750.000005550824,-8089646.112731613,299.9578243143911,39.9
15880000,31760.00000555286,-8081919.675231613,300.2133525003925,39.9
15885000,31770.0000055549,-8083602.714294113,299.750235332466,39.9
15890000,31780.000005556936,-8086895.972106613,300.2711352832212,39.9
15895000,31790.000005558973,-8084464.347106613,300.58529197446484,39.9
15900000,31800.00000556101,-8082561.886169113,300.7693038503808,39.9
15905000,31810.000005563048,-8084529.901794113,300.0507698252383,39.9
15910000,31820.000005565085,-8085350.987731613,299.95924515199556,39.9
15915000,31830.000005567123,-8089814.284606613,300.3042710810221,39.9
15920000,31840.00000556916,-8090488.831481613,300.1981457378191,39.9
15925000,31850.000005571197,-8085219.370544113,299.4888191486446,39.9
15930000,31860.000005573234,-8088447.839294113,300.20589134904407,39.9
15935000,31870.00000557527,-8084234.698669113,300.39769271406516,39.9
15940000,31880.00000557731,-8086454.589294113,300.44646581103405,39.9
15945000,31890.000005579346,-8086188.870544113,299.8937986511322,39.9
15950000,31900.000005581383,-8084054.354919113,300.2378424486517,39.9
15955000,31910.00000558342,-8085489.261169113,300.7960408999828,39.9
15960000,31920.000005585458,-8089552.073669113,299.8103354299772,39.9
15965000,31930.000005587495,-8088151.800231613,300.0181323778994,39.9
15970000,31940.000005589533,-8086459.159606613,299.9748109878527,39.9
15975000,31950.00000559157,-8082005.354919113,301.1396389512811,39.9
15980000,31960.000005593607,-8086151.870544113,300.6352963367004,39.9
15985000,31970.000005595644,-8089088.268981613,300.4507877564309,39.9
15990000,31980.00000559768,-8088472.925231613,301.1398258222296,39.9
15995000,31990.00000559972,-8088710.347106613,301.0542631139921,39.9
16000000,32000.000005601756,-8088173.323669113,299.53265200285136,39.9
16005000,32010.000005603793,-8082735.347106613,300.09361540934805,39.9
16010000,32020.00000560583,-8086302.597106613,300.33473551965125,39.9
16015000,32030.000005607868,-8085267.675231613,299.26244411810495,39.9
16020000,32040.000005609905,-8087562.964294113,299.50513759014166,39.9
16025000,32050.000005611942,-8082017.065856613,300.6204494816804,39.9
16030000,32060.00000561398,-8084644.870544113,300.49798584019203,39.9
16035000,32070.000005616017,-8084571.003356613,300.3604829916506,39.9
16040000,32080.000005618054,-8086310.464294113,300.3974616359838,39.9
16045000,32090.00000562009,-8086323.823669113,300.60386807639964,39.9
16050000,32100.00000562213,-8079950.948669113,300.6310250983028,39.9
16055000,32110.000005624166,-8084354.612731613,300.48610366481023,39.9
16060000,32120.000005626203,-8088260.331481613,300.077958096252,39.9
16065000,32130.00000562824,-8092497.112731613,300.96798802304403,39.9
16070000,32140.000005630278,-8084850.901794113,300.0185942479718,39.9
16075000,32150.000005632315,-8087347.901794113,299.6697165594439,39.9
16080000,32160.000005634352,-8081285.683044113,300.7089296000065,39.9
16085000,32170.00000563639,-8081640.511169113,300.5936941081472,39.9
16090000,32180.000005638427,-8086953.276794113,299.9788192357426,39.9
16095000,32190.000005640464,-8087653.058044113,301.1273044911959,39.9
16100000,32200.0000056425,-8085103.808044113,300.12521001266856,39.9
16105000,32210.00000564454,-8079523.058044113,300.1039487008005,39.9
16110000,32220.000005646576,-8089280.456481613,299.7841753124744,39.9
16115000,32230.000005648613,-8090740.784606613,299.9110478053275,39.9
16120000,32240.00000565065,-8088836.472106613,300.1339920435355,39.9
16125000,32250.000005652688,-8085957.362731613,299.86292503873597,39.9
16130000,32260.000005654725,-8085056.737731613,300.6650802021591,39.9
16135000,32270.000005656762,-8088318.229919113,300.1651126416286,39.9
16140000,32280.0000056588,-8090407.018981613,300.9801340886814,39.9
16145000,32290.000005660837,-8085312.472106613,299.7855326383021,39.9
16150000,32300.000005662874,-8083219.643981613,300.87097518683265,39.9
16155000,32310.00000566491,-8084707.237731613,300.6746500809801,39.9
16160000,32320.00000566695,-8082094.628356613,300.1469165070959,39.9
16165000,32330.000005668986,-8086627.315856613,300.2654572591527,39.9
16170000,32340.000005671023,-8080598.222106613,300.86709221926026,39.9
16175000,32350.00000567306,-8085874.589294113,300.95888004308404,39.9
16180000,32360.000005675098,-8083454.948669113,300.48139610083643,39.9
16185000,32370.000005677135,-8083673.042419113,300.74772741257556,39.9
16190000,32380.000005679172,-8085454.050231613,300.3969563711036,39.9
16195000,32390.00000568121,-8089006.518981613,300.0219408297963,39.9
16200000,32400.000005683247,-8088467.354919113,300.01883595315877,39.9
16205000,32410.000005685284,-8088260.198669113,300.66334127512675,39.9
16210000,32420.00000568732,-8085818.229919113,300.6060409808564,39.9
16215000,32430.00000568936,-8090613.917419113,300.6191427986574,39.9
16220000,32440.000005691396,-8086077.456481613,300.4671450520036,39.9
16225000,32450.000005693433,-8087632.237731613,299.8943666385611,39.9
16230000,32460.00000569547,-8087699.581481613,300.34333857228125,39.9
16235000,32470.000005697508,-8088878.667419113,300.2418027915638,39.9
16240000,32480.000005699545,-8085139.315856613,300.822327139971,39.9
16245000,32490.000005701582,-8084694.175231613,300.00145966730906,39.9
16250000,32500.00000570362,-8087751.253356613,300.22911649287767,39.9
16255000,32510.000005705657,-8088139.198669113,300.4794718688779,39.9
16260000,32520.000005707694,-8085910.159606613,300.31582777670735,39.9
16265000,32530.00000570973,-8082306.768981613,300.48048823711105,39.9
16270000,32540.00000571177,-8085669.417419113,300.92394199987126,39.9
16275000,32550.000005713806,-8084682.417419113,300.7721641190303,39.9
16280000,32560.000005715843,-8087533.675231613,300.14597556769206,39.9
16285000,32570.00000571788,-8084513.518981613,299.9757272296232,39.9
16290000,32580.000005719918,-8085190.128356613,300.4553832682623,39.9
16295000,32590.000005721955,-8082215.253356613,300.19889729256187,39.9
16300000,32600.000005723992,-8089834.245544113,300.5154812046012,39.9
16305000,32610.00000572603,-8086922.034606613,300.1605192061532,39.9
16310000,32620.000005728067,-8084039.776794113,300.60521602908307,39.9
16315000,32630.000005730104,-8085064.925231613,300.2591781976622,39.9
16320000,32640.00000573214,-8087708.268981613,300.16022473563686,39.9
16325000,32650.00000573418,-8085869.878356613,300.4914430130592,39.9
16330000,32660.000005736216,-8088970.112731613,299.1695002324631,39.9
16335000,32670.000005738253,-8081075.167419113,300.04979866617157,39.9
16340000,32680.00000574029,-8083085.440856613,301.18794760443524,39.9
16345000,32690.000005742328,-8084635.823669113,299.87416787611494,39.9
16350000,32700.000005744365,-8082960.847106613,300.3245751099558,39.9
16355000,32710.000005746402,-8084326.792419113,300.85461457476896,39.9
16360000,32720.00000574844,-8083678.058044113,300.5199359774121,39.9
16365000,32730.000005750477,-8086772.956481613,300.1648609013674,39.9
16370000,32740.000005752514,-8091544.503356613,301.1042026524597,39.9
16375000,32750.00000575455,-8091538.331481613,299.6920143249966,39.9
16380000,32760.00000575659,-8085952.370544113,300.02566033583605,39.9
16385000,32770.00000575862,-8085065.604919113,300.487909880891,39.9
16390000,32780.00000576066,-8086819.565856613,300.81337370130746,39.9
16395000,32790.0000057627,-8084340.534606613,300.16578803683683,39.9
16400000,32800.000005764734,-8087704.175231613,299.6416290078244,39.9
16405000,32810.00000576677,-8088069.800231613,300.94339130981035,39.9
16410000,32820.00000576881,-8084265.878356613,299.7441661390465,39.9
16415000,32830.000005770846,-8090630.651794113,300.1962455342553,39.9
16420000,32840.00000577288,-8093479.550231613,300.33379500530657,39.9
16425000,32850.00000577492,-8086281.714294113,300.6243571749145,39.9
16430000,32860.00000577696,-8088114.448669113,299.992829412721,39.9
16435000,32870.000005778995,-8083097.886169113,300.7528932137974,39.9
16440000,32880.00000578103,-8084834.276794113,300.02435764979964,39.9
16445000,32890.00000578307,-8085995.597106613,300.3324516344693,39.9
16450000,32900.00000578511,-8084283.776794113,300.570314838886,39.9
16455000,32910.000005787144,-8089411.893981613,300.43844915804476,39.9
16460000,32920.00000578918,-8088967.964294113,301.030744701719,39.9
16465000,32930.00000579122,-8086727.815856613,300.6655161961435,39.9
16470000,32940.000005793256,-8090034.472106613,300.1783684302372,39.9
16475000,32950.00000579529,-8082089.081481613,300.79928340054573,39.9
16480000,32960.00000579733,-8085873.370544113,300.6773936774057,39.9
16485000,32970.00000579937,-8090904.128356613,300.3005769225328,39.9
16490000,32980.000005801405,-8087218.268981613,300.39706319090703,39.9
16495000,32990.00000580344,-8082265.464294113,299.69485312046913,39.9
16500000,33000.00000580548,-8086809.761169113,300.49690267298615,39.9
16505000,33010.00000580752,-8085191.940856613,299.3033387674814,39.9
16510000,33020.000005809554,-8082586.518981613,300.32459702055877,39.9
16515000,33030.00000581159,-8080516.128356613,300.29565996933474,39.9
16520000,33040.00000581363,-8083914.792419113,300.1389070554247,39.9
16525000,33050.000005815666,-8084216.917419113,299.8950120413688,39.9
16530000,33060.0000058177,-8090122.417419113,299.74744741329994,39.9
16535000,33070.00000581974,-8090604.823669113,300.5757249682185,39.9
16540000,33080.00000582178,-8082361.284606613,300.1218959786574,39.9
16545000,33090.000005823815,-8082041.120544113,300.2693174094955,39.9
16550000,33100.00000582585,-8083922.151794113,300.8493457646431,39.9
16555000,33110.00000582789,-8086549.917419113,300.679308322653,39.9
16560000,33120.00000582993,-8086202.362731613,301.2242146416581,39.9
16565000,33130.000005831964,-8082852.026794113,301.42117433392764,39.9
16570000,33140.000005834,-8084287.651794113,300.75529578789894,39.9
16575000,33150.00000583604,-8088775.878356613,300.3782192099832,39.9
16580000,33160.000005838076,-8081834.198669113,300.453988627177,39.9
16585000,33170.00000584011,-8083025.237731613,299.98851191657263,39.9
16590000,33180.00000584215,-8088932.003356613,300.13848509861396,39.9
16595000,33190.00000584419,-8092006.972106613,300.624174679696,39.9
16600000,33200.000005846225,-8087982.886169113,300.79918286989357,39.9
16605000,33210.00000584826,-8082479.940856613,300.3486074930422,39.9
16610000,33220.0000058503,-8084905.175231613,300.6630060094526,39.9
16615000,33230.00000585234,-8083080.386169113,300.48882063050513,39.9
16620000,33240.000005854374,-8087243.097106613,300.39892343556994,39.9
16625000,33250.00000585641,-8083353.495544113,299.7545400351361,39.9
16630000,33260.00000585845,-8086953.167419113,300.5735542108074,39.9
16635000,33270.000005860486,-8084972.276794113,300.4415498003294,39.9
16640000,33280.00000586252,-8089089.229919113,300.53873573977006,39.9
16645000,33290.00000586456,-8085538.722106613,299.97547597541933,39.9
16650000,33300.0000058666,-8088621.683044113,300.3336246136425,39.9
16655000,33310.000005868635,-8082778.878356613,300.48433317774203,39.9
16660000,33320.00000587067,-8081801.065856613,300.7704833255776,39.9
16665000,33330.00000587271,-8084969.089294113,300.7398274445272,39.9
16670000,33340.00000587475,-8086046.901794113,300.68197837010985,39.9
16675000,33350.000005876784,-8090353.268981613,300.80175372887066,39.9
16680000,33360.00000587882,-8085110.729919113,299.99583887222207,39.9
16685000,33370.00000588086,-8085720.800231613,300.15866131357063,39.9
16690000,33380.000005882895,-8083342.393981613,300.69094653022665,39.9
16695000,33390.00000588493,-8088949.378356613,300.08443894352956,39.9
16700000,33400.00000588697,-8088718.120544113,301.15912883805737,39.9
16705000,33410.00000588901,-8081632.526794113,299.5508134550979,39.9
16710000,33420.000005891045,-8090755.315856613,300.3893413940288,39.9
16715000,33430.00000589308,-8089045.073669113,300.44591847194795,39.9
16720000,33440.00000589512,-8086201.581481613,301.0074672051568,39.9
16725000,33450.00000589716,-8086530.472106613,299.98970842200595,39.9
16730000,33460.000005899194,-8081426.050231613,299.9384398955753,39.9
16735000,33470.00000590123,-8085092.573669113,300.0406351519762,39.9
16740000,33480.00000590327,-8090678.761169113,300.07575222694624,39.9
